"Data de Ocorrência",Monitoramento,Servico,"Manifestações Quantidade","Usuário","Título","Conteúdo",Link,"Tipo Conteudo","Manifestacoes Detalhado","data_ultima_atualizacao",datacoleta
"2025-03-22T10:43:50.000Z","Igualdade Racial ",X,17968194,ondassnapraia,,"me sinto assim cada vez que meu irmão me conta uma situação de racismo que ele passou na rua https://x.com/prtygal777/status/1794174593810530686/video/1","https://twitter.com/i/web/status/1903442499378507899","Vídeo","{""favorites"":1,""replies"":0,""retweets"":0,""videoViews"":17968193,""quotes"":0}","2025-03-22T13:54:21.000Z","2025-03-22T10:43:58.000Z"
"2025-03-31T11:45:14.000Z","Desinformação em Políticas Públicas",X,17798266,lacygir,,"MEU PÉ DE MEIA CAIU https://x.com/acervoxcx/status/1584940835950694400/video/1","https://twitter.com/i/web/status/1906719439501869210","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":17798266,""quotes"":0}","2025-03-31T15:27:28.000Z","2025-03-31T11:48:07.000Z"
"2025-03-26T12:19:05.000Z","Proteção e Inclusão Vulneraveis: ",X,17669947,swagrarity,,"ensinando uma jovem idosa a usar video no twitter ao vivo https://x.com/heyheedie/status/1693641659832045701/video/1","https://twitter.com/i/web/status/1904916020613030384","Vídeo","{""favorites"":1,""replies"":1,""retweets"":0,""videoViews"":17669945,""quotes"":0}","2025-03-26T15:31:29.000Z","2025-03-26T12:19:15.000Z"
"2025-03-26T12:19:25.000Z","Igualdade Racial ",X,17291100,unloverr,,"Agora um mico: esses pardos sendo racista achando que são brancos https://x.com/mediacervy/status/1854200279912104145/video/1","https://twitter.com/i/web/status/1904916104138371363","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":17291100,""quotes"":0}","2025-03-26T15:31:54.000Z","2025-03-26T12:19:36.000Z"
"2025-03-26T18:03:27.000Z","Proteção e Inclusão Vulneraveis: ",X,16456052,medodaescur1dao,,"@coletordeelixir meu pivete estás bailandooooooooooooooooooo bailandooooooooooooooooooo https://x.com/copaamerica_ENG/status/1811486892719776014/video/1","https://twitter.com/i/web/status/1905002682248773737",Resposta,"{""favorites"":1,""replies"":1,""retweets"":0,""videoViews"":16456050,""quotes"":0}","2025-03-26T21:15:18.000Z","2025-03-26T18:03:34.000Z"
"2025-03-22T13:45:43.000Z","Desinformação em Políticas Públicas",X,16450029,noirsboo,,"@RodrigooM_M @bourgeoisxcx @soonperfeito entra na briga rodrigo boatos de que o soon é hater da rose https://x.com/mediacervy/status/1854200279912104145/video/1","https://twitter.com/i/web/status/1903488271117660270",Resposta,"{""favorites"":1,""replies"":2,""retweets"":0,""videoViews"":16450026,""quotes"":0}","2025-03-22T16:54:44.000Z","2025-03-22T13:45:51.000Z"
"2025-03-19T22:19:44.000Z","Desinformação em Políticas Públicas",X,16309189,loostudying,,"agora um mico: entrar na facul e continuar no mesmo pique de fofoquinha e treta do ensino médio em vez de só fingir demência e seguir a vida https://x.com/mediacervy/status/1854200279912104145/video/1","https://twitter.com/i/web/status/1902530464222412958","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":16309189,""quotes"":0}","2025-03-20T02:32:36.000Z","2025-03-19T22:19:54.000Z"
"2025-03-19T23:17:19.000Z","Igualdade de Gênero",X,16208410,fabfroot,,"gente acabei de sair de um centro espirita e entrei em contato com um twink incel gamer neurodivergente do alem acho que ele quer se conectar comigo no plano espiritual https://x.com/ChristnNitemare/status/1681356222350475289/video/1","https://twitter.com/i/web/status/1902544955983225231","Vídeo","{""favorites"":5,""replies"":0,""retweets"":0,""videoViews"":16208405,""quotes"":0}","2025-03-20T02:27:32.000Z","2025-03-19T23:18:25.000Z"
"2025-03-18T12:00:38.000Z","Adicção Digital",X,16160344,santodopaumole,,"Não bastava ser um fudido viciado em alcool droga e nem ter uma faculdade completa agora viciado no tigrinho puta merda https://x.com/breatheonmiley/status/1735853091017109808/video/1","https://twitter.com/i/web/status/1902012272202875165",Resposta,"{""favorites"":1,""replies"":0,""retweets"":0,""videoViews"":16160343,""quotes"":0}","2025-03-18T15:06:06.000Z","2025-03-18T12:59:40.000Z"
"2025-03-18T11:57:15.000Z","Adicção Digital",X,16160341,santodopaumole,,"Achei um bonus de 2 reais em uma plataforma do tigrinho passei a manha toda sem trabalhar e jogando e ganhei 150 reais sem gastar nada kk 💋 https://x.com/breatheonmiley/status/1735853091017109808/video/1","https://twitter.com/i/web/status/1902011420658589877","Vídeo","{""favorites"":15,""replies"":2,""retweets"":0,""videoViews"":16160324,""quotes"":0}","2025-03-18T15:03:05.000Z","2025-03-18T12:57:50.000Z"
"2025-03-31T18:36:27.000Z","Políticas Públicas",X,15950207,jnklamar,,"Esse fandom eh tipo > inventa fake news > diz q eh karma > comemoram entre si de um delírio coletivo https://x.com/lvnglegend/status/1632498858252021760/video/1","https://twitter.com/i/web/status/1906822925027516705","Vídeo","{""favorites"":29,""replies"":0,""retweets"":3,""videoViews"":15950175,""quotes"":0}","2025-03-31T21:53:01.000Z","2025-03-31T18:36:50.000Z"
"2025-03-30T17:31:18.000Z","Desinformação em Políticas Públicas",X,15901489,gamassz,,"eu amo postar desinformação e me fazer de doida na net https://x.com/lvnglegend/status/1632498858252021760/video/1","https://twitter.com/i/web/status/1906444144047751234","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":15901489,""quotes"":0}","2025-03-30T20:51:03.000Z","2025-03-30T17:31:25.000Z"
"2025-03-29T00:07:05.000Z","Desinformação em Políticas Públicas",X,15824181,crshigorr,,"eu era o mais inteligente da turma no ensino médio e agr sou o mais burro da turma na faculdade https://x.com/lvnglegend/status/1632498858252021760/video/1","https://twitter.com/i/web/status/1905818970222911965","Vídeo","{""favorites"":0,""replies"":1,""retweets"":0,""videoViews"":15824180,""quotes"":0}","2025-03-29T03:23:20.000Z","2025-03-29T00:07:13.000Z"
"2025-03-28T12:50:48.000Z","Desinformação em Políticas Públicas",X,15809004,rodriganestora,,"A maioria dos livies já tá no evento e eu em casa ainda me sentindo uma atrasada do enem https://x.com/lvnglegend/status/1632498858252021760/video/1","https://twitter.com/i/web/status/1905648776548602147","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":15809004,""quotes"":0}","2025-03-28T16:05:51.000Z","2025-03-28T12:51:00.000Z"
"2025-03-25T17:49:49.000Z","Igualdade Racial ",X,15660711,folksitons,,"cheguei pra o brasil x argentina fogo nos racistas https://x.com/nereaaguilaar/status/1875849273625206792/video/1","https://twitter.com/i/web/status/1904636862050033821","Vídeo","{""favorites"":16,""replies"":0,""retweets"":5,""videoViews"":15660689,""quotes"":1}","2025-03-25T19:54:55.000Z","2025-03-25T17:49:58.000Z"
"2025-03-31T18:24:50.000Z","Políticas Públicas",X,15488276,evecufede,,"acho que o pé de meia virou lenda urbana https://x.com/nolly_babes/status/1856724694524719403/video/1","https://twitter.com/i/web/status/1906820005489950992","Vídeo","{""favorites"":28,""replies"":0,""retweets"":5,""videoViews"":15488243,""quotes"":0}","2025-03-31T21:41:18.000Z","2025-03-31T18:24:57.000Z"
"2025-03-23T13:03:25.000Z","Desinformação em Políticas Públicas",X,15137500,mathrismos,,"amiga daqui do grupo vc eh a que mais cairia na fake news da base das piramides https://x.com/lvnglegend/status/1632498858252021760/video/1","https://twitter.com/i/web/status/1903840012346515639","Vídeo","{""favorites"":1,""replies"":0,""retweets"":0,""videoViews"":15137499,""quotes"":0}","2025-03-23T16:14:55.000Z","2025-03-23T13:03:33.000Z"
"2025-03-19T15:41:09.000Z","Acessibilidade e inclusão PCD",X,14753497,dinlenrau,,"mudo de nome se o raphael montes não usou os roy como referência pra criar os argento https://x.com/lvnglegend/status/1632498858252021760/video/1","https://twitter.com/i/web/status/1902430157215789225","Vídeo","{""favorites"":14,""replies"":1,""retweets"":2,""videoViews"":14753480,""quotes"":0}","2025-03-19T20:23:23.000Z","2025-03-19T15:41:23.000Z"
"2025-03-18T13:41:55.000Z","Igualdade Racial ",X,14313545,vasconhudaa,,"meu pai acabou de falar que racismo reverso existe https://x.com/nolly_babes/status/1856724694524719403/video/1","https://twitter.com/i/web/status/1902037763999854825","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":14313545,""quotes"":0}","2025-03-18T16:55:30.000Z","2025-03-18T14:46:52.000Z"
"2025-03-24T20:36:13.000Z","Desinformação em Políticas Públicas",X,14186296,pstariana,,"@soflivialacy deixa minha fake news chelle https://x.com/allreactionvids/status/1635040414645501954/video/1","https://twitter.com/i/web/status/1904316351910404358",Resposta,"{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":14186296,""quotes"":0}","2025-03-25T02:33:48.000Z","2025-03-24T20:36:23.000Z"
"2025-03-26T08:09:05.000Z","Igualdade Racial ",X,10932944,lipemartins013,,"@jaoComenta_ Bom dia Jãozinho! Eu tenho orgulho por não torcer para racista https://x.com/brayannn62/status/1829899339734347894/video/1","https://twitter.com/i/web/status/1904853106220740700",Resposta,"{""favorites"":2,""replies"":0,""retweets"":0,""videoViews"":10932942,""quotes"":0}","2025-03-26T11:21:49.000Z","2025-03-26T08:09:15.000Z"
"2025-03-22T14:27:49.000Z","Desinformação em Políticas Públicas",X,10755731,cabul0se,,"se o fandom delas atingiram o patamar de diva do pop pq que elas inventaram uma fake news sobre a anitta pra tentar fazer o anitters votarem em um reality no cu da itália https://x.com/odontinho/status/1790064156785152004/video/1","https://twitter.com/i/web/status/1903498867309420783","Vídeo","{""favorites"":19,""replies"":0,""retweets"":0,""videoViews"":10755712,""quotes"":0}","2025-03-22T17:37:57.000Z","2025-03-22T14:27:59.000Z"
"2025-03-28T14:19:23.000Z","Igualdade de Gênero",X,10172116,MorganV13332,,"Conta novinha para disseminar o meu ódio e destilar veneno, o pesadelo dos incel e dos gados chegou no X https://x.com/zer0itoum/status/1847496260380434489/video/1","https://twitter.com/i/web/status/1905671070465540556","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":10172116,""quotes"":0}","2025-03-28T16:25:28.000Z","2025-03-28T14:19:45.000Z"
"2025-03-18T13:35:32.000Z","Igualdade Racial ",X,9961588,VanderlanJ2993,,"@archie0o Racista não tem vez https://x.com/SAMPRlNT/status/1879553874073411727/video/1","https://twitter.com/i/web/status/1902036154473480311",Resposta,"{""favorites"":7,""replies"":1,""retweets"":0,""videoViews"":9961580,""quotes"":0}","2025-03-18T16:47:24.000Z","2025-03-18T14:38:24.000Z"
"2025-03-17T13:20:59.000Z","Desinformação em Políticas Públicas",X,9956930,studywje,,"abriu um concurso com vagas pra ele aqui na minha cidade e minha mãe meio que me obrigou a fazer a inscrição, agora to tendo que estudar uma apostila enorme pra fazer essa prova em abril + meus estudos para o enem pq não tem como eu deixar de lado https://x.com/mayconnic0lax/status/1828738473248821564/video/1","https://twitter.com/i/web/status/1901670105731277222","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":9956930,""quotes"":0}","2025-03-17T16:32:17.000Z","2025-03-17T16:03:22.000Z"
"2025-03-17T13:01:13.000Z","Acessibilidade e inclusão PCD",X,9953518,cioinerente,,"num período de 24h eu mudo de ideia umas 10x sobre entrar em cutting ou não sem brincadeira https://x.com/mayconnic0lax/status/1828738473248821564/video/1","https://twitter.com/i/web/status/1901665132452683892","Vídeo","{""favorites"":1,""replies"":1,""retweets"":0,""videoViews"":9953516,""quotes"":0}","2025-03-17T16:07:45.000Z","2025-03-17T15:18:04.000Z"
"2025-03-26T19:20:06.000Z","Igualdade Racial ",X,9724985,Catarinatyyyyx,,"Parem de endeusar a tulla Luana, ela é gorda, feia, falsa e racista https://x.com/archivesatc/status/1770490025999733163/video/1","https://twitter.com/i/web/status/1905021971370299487","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":9724985,""quotes"":0}","2025-03-26T22:33:24.000Z","2025-03-26T19:20:13.000Z"
"2025-03-18T17:45:27.000Z","Desinformação em Políticas Públicas",X,9473135,autumnmisash,,"Não vejo a hora de me formar e terminar esse inferno chamado ensino médio https://x.com/archivesatc/status/1770490025999733163/video/1","https://twitter.com/i/web/status/1902099050997895304","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":9473135,""quotes"":0}","2025-03-18T21:18:57.000Z","2025-03-18T17:45:41.000Z"
"2025-03-31T18:56:27.000Z","Políticas Públicas",X,8983424,ifadayicansee,,"Boatos que as Zeudiners já estão se encaminhando para frente dos quartéis gritando que é fraude https://x.com/morrinoxuxapark/status/1647423504852156416/video/1","https://twitter.com/i/web/status/1906827961870749883","Vídeo","{""favorites"":1,""replies"":0,""retweets"":0,""videoViews"":8983423,""quotes"":0}","2025-03-31T22:16:25.000Z","2025-03-31T18:56:35.000Z"
"2025-03-31T11:42:27.000Z","Desinformação em Políticas Públicas",X,8958478,vamosprapraia,,"@bloodsugarbaby1 porra eh essa mds…todo dia uma fake news nova https://x.com/tokyotonis/status/1839510332261253283/video/1","https://twitter.com/i/web/status/1906718740735041988",Resposta,"{""favorites"":1,""replies"":1,""retweets"":0,""videoViews"":8958476,""quotes"":0}","2025-03-31T15:20:36.000Z","2025-03-31T11:43:13.000Z"
"2025-03-30T13:10:59.000Z","Desinformação em Políticas Públicas",X,8675622,artdecobad,,"bichinha vea vivendo um eterno ensino médio https://x.com/acervopepitaa/status/1426227828845056001/video/1","https://twitter.com/i/web/status/1906378634501238882","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":8675622,""quotes"":0}","2025-03-30T16:30:41.000Z","2025-03-30T13:11:12.000Z"
"2025-03-26T22:19:58.000Z","Igualdade Racial ",X,8601958,1lluuii,,"a aula de campo sendo sobre ditadura, morte, tortura e violência enquanto eu estive assim durante o trajeto https://x.com/duaeditz/status/1722022641819644014/video/1","https://twitter.com/i/web/status/1905067235888050305","Vídeo","{""favorites"":1,""replies"":0,""retweets"":0,""videoViews"":8601957,""quotes"":0}","2025-03-27T01:33:54.000Z","2025-03-26T22:20:08.000Z"
"2025-03-22T21:10:29.000Z","Igualdade Racial ",X,8542881,banidoaespa,,"Meu pai acha que eu sou escravo me colocou pra trabalhar no mercado até agora https://x.com/direitacomedy/status/1693452665802342457/video/1","https://twitter.com/i/web/status/1903600198187724877","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":8542881,""quotes"":0}","2025-03-23T00:21:51.000Z","2025-03-22T21:10:36.000Z"
"2025-03-31T14:58:45.000Z","Desinformação em Políticas Públicas",X,7694773,jmninface,,"Que fake news são essas na tml que o jimin postou story e a kmedia disse que ele não renovou contrato, vocês são tão engraçadinhos https://x.com/gif_mp4/status/1277661128643022848/video/1","https://twitter.com/i/web/status/1906768142694568438","Vídeo","{""favorites"":16,""replies"":0,""retweets"":2,""videoViews"":7694754,""quotes"":1}","2025-03-31T17:13:30.000Z","2025-03-31T14:58:56.000Z"
"2025-03-18T11:01:18.000Z","Desinformação em Políticas Públicas",X,7302928,dorelegante,,"assim pra lavar minhas roupas na minha máquina de lavar q boatos q volta pra mim hj https://x.com/buitengebieden/status/1884331018943094876/video/1","https://twitter.com/i/web/status/1901997343970398511","Vídeo","{""favorites"":5,""replies"":1,""retweets"":0,""videoViews"":7302922,""quotes"":0}","2025-03-18T14:15:16.000Z","2025-03-18T12:22:59.000Z"
"2025-03-26T16:43:39.000Z","Desinformação em Políticas Públicas",X,7216200,juliastucia,,"qm me vê bonitinha assim nem imagina q eu choro toda noite pensando nele (enem https://x.com/badp3edro/status/1886101624109871150/video/1","https://twitter.com/i/web/status/1904982599350550935","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":7216200,""quotes"":0}","2025-03-26T19:56:19.000Z","2025-03-26T16:43:47.000Z"
"2025-03-26T00:15:46.000Z","Igualdade Racial ",X,7207321,Hadesdrakeprime,,"Instagram bando de racistas eu odeio vocês odeiooooooo do fundo do coração https://x.com/badp3edro/status/1886101624109871150/video/1","https://twitter.com/i/web/status/1904733991036481751","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":7207321,""quotes"":0}","2025-03-26T03:50:02.000Z","2025-03-26T00:15:54.000Z"
"2025-03-26T00:03:16.000Z","Igualdade Racial ",X,7135904,isaqueprince,,"O que esperar de um Brasil racista e machista né? 🤷🏻‍♂️ nunca irão aceitar uma mulher preta protagonista, já era esperado #BBB https://x.com/qqrmeme/status/1608602917019475968/video/1","https://twitter.com/i/web/status/1904730845589442680","Vídeo","{""favorites"":1,""replies"":0,""retweets"":0,""videoViews"":7135903,""quotes"":0}","2025-03-26T03:35:27.000Z","2025-03-26T00:03:37.000Z"
"2025-03-18T22:04:42.000Z","Igualdade Racial ",X,7101268,Samlightsz,,"@eidocabeloduro Agora corta para o antirracista: https://x.com/xo_quey/status/1892688224314626410/video/1","https://twitter.com/i/web/status/1902164290510971001",Resposta,"{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":7101268,""quotes"":0}","2025-03-19T02:55:07.000Z","2025-03-18T22:05:07.000Z"
"2025-03-18T23:27:46.000Z","Acessibilidade e inclusão PCD",X,6950955,"berty1_",,"já deixem a tv de vcs no mudo 😭 https://x.com/badp3edro/status/1886101624109871150/video/1","https://twitter.com/i/web/status/1902185198613098812","Vídeo","{""favorites"":3,""replies"":0,""retweets"":0,""videoViews"":6950952,""quotes"":0}","2025-03-19T03:33:53.000Z","2025-03-18T23:27:59.000Z"
"2025-03-20T14:38:47.000Z","Igualdade Racial ",X,6647627,stspback,,"como existe gente racista sendo que essa raça é linda pqp https://x.com/JbrandyOfficial/status/1901596293534822667/video/1","https://twitter.com/i/web/status/1902776848334901265","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":6647627,""quotes"":0}","2025-03-20T17:48:26.000Z","2025-03-20T14:38:56.000Z"
"2025-03-21T21:24:34.000Z","Igualdade Racial ",X,6514372,vitubuwg,,"No fim das contas eu falo que vou sumir, mas sumir da onde? Onde é que eu achava que estava? Tipo, quem sou eu dentre tantos? Eu realmente tenho que ser escravo do trabalho pra não pensar demais https://x.com/hnyjen/status/1495601943074713600/video/1","https://twitter.com/i/web/status/1903241355771445587",Resposta,"{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":6514372,""quotes"":0}","2025-03-22T00:33:46.000Z","2025-03-21T21:24:42.000Z"
"2025-03-31T00:38:12.000Z","Combate à violência contra a mulher",X,6002641,dethears,,"@changeyoulovato @alan_josep78877 @gbibiy @pamtuitaaa no caso, não é misoginia, não é machismo, é apenas verdade https://x.com/marquenhus/status/1804990259224055837/video/1","https://twitter.com/i/web/status/1906551576828821825",Resposta,"{""favorites"":1,""replies"":1,""retweets"":0,""videoViews"":6002639,""quotes"":0}","2025-03-31T04:06:29.000Z","2025-03-31T00:38:20.000Z"
"2025-03-26T00:08:14.000Z","Proteção e Inclusão Vulneraveis: ",X,5940486,danilumendes,,"queremos essas gralhas chatas na cadeia junto com o cara de ovo e os chicos bentos e a veia chata insuportável ! https://x.com/acervogeral/status/1512893156987215875/video/1","https://twitter.com/i/web/status/1904732094527316461","Vídeo","{""favorites"":3,""replies"":0,""retweets"":0,""videoViews"":5940483,""quotes"":0}","2025-03-26T03:41:39.000Z","2025-03-26T00:08:27.000Z"
"2025-03-20T22:40:00.000Z","Igualdade Racial ",X,5899112,agentesdesaude,,"🚨Toda essa violência poderia ter sido evita! https://jasb.com.br/2024/12/letais.html?m=1 📷 Quando a imprudência comanda, o corpo sofre... Hashtags atuais: mel maia - James Rodriguez - Anitta - O Instagram - #BRAxCOL - Léo Ortiz - No Liverpool. https://x.com/FAFO_TV/status/1902484902538358808/video/1","https://twitter.com/i/web/status/1902897952479236475","Vídeo","{""favorites"":1,""replies"":0,""retweets"":0,""videoViews"":5899111,""quotes"":0}","2025-03-21T02:39:53.000Z","2025-03-20T22:40:12.000Z"
"2025-03-31T14:49:56.000Z","Desinformação em Políticas Públicas",X,5886968,astraysoiree,,"Imagina fazer enem esse ano https://x.com/acervogeral/status/1516461530933600262/video/1","https://twitter.com/i/web/status/1906765923916095995","Vídeo","{""favorites"":1,""replies"":3,""retweets"":0,""videoViews"":5886964,""quotes"":0}","2025-03-31T17:02:01.000Z","2025-03-31T14:50:07.000Z"
"2025-03-31T18:51:49.000Z","Políticas Públicas",X,5854958,lhsgrr,,"vcs ficam fazendo fake news de primeiro de abril diabos https://x.com/allreactionvids/status/1689865337557131264/video/1","https://twitter.com/i/web/status/1906826792637264177","Vídeo","{""favorites"":0,""replies"":0,""retweets"":0,""videoViews"":5854958,""quotes"":0}","2025-03-31T22:09:27.000Z","2025-03-31T18:52:02.000Z"
"2025-03-20T14:34:01.000Z","Adicção Digital",X,5838846,ryanzinher,,"Feliz dms que o tigrinho soltou a carta hahay https://x.com/qqrmeme/status/1575473560906350592/video/1","https://twitter.com/i/web/status/1902775650567545014","Vídeo","{""favorites"":1,""replies"":0,""retweets"":0,""videoViews"":5838845,""quotes"":0}","2025-03-20T17:45:34.000Z","2025-03-20T14:35:14.000Z"
"2025-03-31T22:36:47.000Z","Políticas Públicas",X,5806556,karinasamille,,"A Fake News da vitrine sobre a história da velha sonsa sendo revelada ao vivo e acabando com o jogo da gralha e eliminando a energia amargurada de Vilmoca. #BBB25 #RedeBBB https://x.com/qqrmeme/status/1777416044086235549/video/1","https://twitter.com/i/web/status/1906883409546256411","Vídeo","{""favorites"":1,""replies"":0,""retweets"":0,""videoViews"":5806555,""quotes"":0}","2025-04-01T02:24:53.000Z","2025-03-31T22:36:57.000Z"
"2025-03-19T15:42:08.000Z","Adicção Digital",X,5782005,laisvlz,,"chegou proposta de parceria do tigrinho segura porra https://x.com/bot5775/status/1806870995497586802/video/1","https://twitter.com/i/web/status/1902430406374490368","Vídeo","{""favorites"":16,""replies"":1,""retweets"":0,""videoViews"":5781988,""quotes"":0}","2025-03-19T19:27:31.000Z","2025-03-19T15:42:28.000Z"
"2025-03-31T18:08:29.000Z","Políticas Públicas",X,5545028,alwaysguimaraes,,"ai socorro caí em mais uma fake news https://x.com/opiniaodonilton/status/1785338576638480441/video/1","https://twitter.com/i/web/status/1906815890110185614",Resposta,"{""favorites"":0,""replies"":2,""retweets"":0,""videoViews"":5545026,""quotes"":0}","2025-03-31T21:24:54.000Z","2025-03-31T18:08:38.000Z"
"2025-03-26T20:07:41.000Z","Igualdade Racial ",X,5531323,jacerhae,,"bia: piranha racista ronaldo: bobo fracassado beatriz e beto: santos https://x.com/acervoliakhey/status/1491896296457781253/video/1","https://twitter.com/i/web/status/1905033948075266224","Vídeo","{""favorites"":7,""replies"":0,""retweets"":0,""videoViews"":5531316,""quotes"":0}","2025-03-26T23:21:44.000Z","2025-03-26T20:07:52.000Z"
